Original Sort Order,Level 0,Level 1,Level 2,Check,Level 3a,Level 4,Count,Domain,COMMENTS,Decision
,p oak,p oak,Pin/post oak,,Oak,,155,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Double P oak,Double P oak,Pin/post oak,,Oak,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,P. Oak,P. Oak,Pin/post oak,,Oak,,2,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,pine,pine,Pine,,Pine,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Plumb Bush,Plumb Bush,Plum,,Other hardwood,,4,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Plum,Plum,Plum,,Other hardwood,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Plum Bush,Plum Bush,Plum,,Other hardwood,,2,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,poplar,poplar,Poplar,,Poplar/tulip poplar,,538,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,North poplar,North poplar,Poplar,,Poplar/tulip poplar,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,post oak,post oak,Post oak,,Oak,,6,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,P. ash,P. ash,Prickley ash,,Other hardwood,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,p.ash,p.ash,Prickley ash,,Other hardwood,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,p ash,p ash,Prickley ash,,Other hardwood,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Quaking Ash,Quaking Ash,Quaking ash,,Other hardwood,,4,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Quaking ash,Quaking ash,Quaking ash,,Other hardwood,,5,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Q ash,Q ash,Quaking ash,,Other hardwood,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Q. ash,Q. ash,Quaking ash,,Other hardwood,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,red ash,red ash,Red ash,,Ash,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,red bud,red bud,Red bud,,Other hardwood,,15,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Redbud,Redbud,Red bud,,Other hardwood,,2,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,redbud,redbud,Red bud,,Other hardwood,,3,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,R. Elm,R. Elm,Red elm,,Elm,,19,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Red elm,Red elm,Red elm,,Elm,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Red Elm,Red Elm,Red elm,,Elm,,14,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,red elm,red elm,Red elm,,Elm,,22,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,r elm,r elm,Red elm,,Elm,,8,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,R elm,R elm,Red elm,,Elm,,14,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,R oak,R oak,Red oak,,Oak,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,r oak,r oak,Red oak,,Oak,,234,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,R Oak,R Oak,Red oak,,Oak,,237,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,R. Oak,R. Oak,Red oak,,Oak,,135,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,red o,red o,Red oak,,Oak,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Red oak,Red oak,Red oak,,Oak,,91,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Red Oak,Red Oak,Red oak,,Oak,,172,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,dry r oak,dry r oak,Red Oak,,Oak,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Red willow,Red willow,Red willow,,Willow,,2,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Sapafras,Sapafras,Sassafrass,,Other hardwood,,15,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,sasafras,sasafras,Sassafrass,,Other hardwood,,9,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,sassafras,sassafras,Sassafrass,,Other hardwood,,47,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,sassafrass,sassafrass,Sassafrass,,Other hardwood,,11,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,saafras,saafras,Sassafrass,,Other hardwood,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,safafrafs,safafrafs,Sassafrass,,Other hardwood,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Sapafas,Sapafas,Sassafrass,,Other hardwood,,2,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Sapafrap,Sapafrap,Sassafrass,,Other hardwood,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Sapapap,Sapapap,Sassafrass,,Other hardwood,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,scrub oak,scrub oak,Scrub oak,,Oak,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Scrub oak,Scrub oak,Scrub oak,,Oak,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Sp. Oak,Sp. Oak,Spanish oak,,Oak,,8,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Span Oak,Span Oak,Spanish oak,,Oak,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,span oak,span oak,Spanish oak,,Oak,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,spanish oak,spanish oak,Spanish oak,,Oak,,2,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,sp oak,sp oak,Spanish oak,,Oak,,7,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Sp oak,Sp oak,Spanish oak,,Oak,,10,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Span. Oak,Span. Oak,Spanish oak,,Oak,,5,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,S oak,S oak,Spanish/swamp oak,,Oak,,48,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,S. Oak,S. Oak,Spanish/swamp oak,,Oak,,49,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,sug,sug,Sugar,,Maple,,6,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Sug.,Sug.,Sugar,,Maple,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,sugar,sugar,Sugar   ,,Maple,,1115,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Sugar,Sugar,Sugar   ,,Maple,,1137,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,sugar tree,sugar tree,Sugar tree   ,,Maple,,56,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,sugartree,sugartree,Sugar tree   ,,Maple,,61,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,sug tree,sug tree,Sugar tree   ,,Maple,,10,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,s ash,s ash,Swamp ash,,Ash,,33,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,s. ash,s. ash,Swamp ash,,Ash,,4,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,S. Ash,S. Ash,Swamp ash,,Ash,,7,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,swamp ash,swamp ash,Swamp ash,,Ash,,4,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Swamp ash,Swamp ash,Swamp ash,,Ash,,15,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Swp ash,Swp ash,Swamp ash,,Ash,,33,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,swp ash,swp ash,Swamp ash,,Ash,,47,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Swp. Ash,Swp. Ash,Swamp ash,,Ash,,33,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,S. Elm,S. Elm,Swamp elm,,Elm,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Swp. Elm,Swp. Elm,Swamp elm,,Elm,,2,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,s elm,s elm,Swamp elm,,Elm,,3,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Swp Elm,Swp Elm,Swamp elm,,Elm,,3,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Swamp Oak,Swamp Oak,Swamp oak,,Oak,,8,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Swp Oak,Swp Oak,Swamp oak,,Oak,,3,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Swp. Tamarack,Swp. Tamarack,Swamp Tamarack,,Tamarack,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,s gum,s gum,Sweet gum,,Sweet gum,,13,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,S. Gum,S. Gum,Sweet gum,,Sweet gum,,2,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,sweet gum,sweet gum,Sweet Gum,,Sweet gum,,6,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,syc,syc,Sycamore,,Sycamore,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,sycamore,sycamore,Sycamore,,Sycamore,,73,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Sycamore,Sycamore,Sycamore,,Sycamore,,81,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,tam,tam,Tamarack,,Tamarack,,2,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Tamarac,Tamarac,Tamarack,,Tamarack,,9,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Tamk,Tamk,Tamarack,,Tamarack,,85,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,tamarack,tamarack,Tamarack,,Tamarack,,53,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,tamarak,tamarak,Tamarack,,Tamarack,,2,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,tamerack,tamerack,Tamarack,,Tamarack,,2,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,thorn,thorn,Thorn tree,,Other hardwood,,3,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Thorn,Thorn,Thorn tree,,Other hardwood,,3,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,B,B,Unknown tree,,Unknown tree,,2,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,b,b,Unknown tree,,Unknown tree,,2,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,B 99999,B 99999,Unknown tree,,Unknown tree,,58,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,B G,B G,Unknown tree,,Unknown tree,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Black 99999,Black 99999,Unknown tree,,Unknown tree,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Scrub,Scrub,Unknown tree,,Unknown tree,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,W ____,W ____,Unknown tree,,Unknown tree,,2,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,walnut,walnut,Walnut,,Walnut,,50,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Walnut,Walnut,Walnut,,Walnut,,52,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Water Beech,Water Beech,Water beech,,Ironwood,,31,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,W. Ash,W. Ash,White ash,,Ash,,230,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,wh ash,wh ash,White ash,,Ash,,2,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Wh ash,Wh ash,White ash,,Ash,,6,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,white ash,white ash,White ash,,Ash,,7,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,w ash,w ash,White ash,,Ash,,292,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,W. Beech,W. Beech,White beech,,Beech,,12,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Wh Beech,Wh Beech,White beech,,Beech,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,w beech,w beech,White beech,,Beech,,22,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,White Beech,White Beech,White beech,,Beech,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,w cherry,w cherry,White cherry,,Cherry,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,w elm,w elm,White elm,,Elm,,65,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,W elm,W elm,White elm,,Elm,,80,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,W. Elm,W. Elm,White elm,,Elm,,64,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,wh elm,wh elm,White elm,,Elm,,5,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,white elm,white elm,White elm,,Elm,,3,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,W Gum,W Gum,White gum,,Other hardwood,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,W haw,W haw,White hawthorn,,Other hardwood,,3,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,W hickory,W hickory,White hickory,,Hickory,,5,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,w hicky,w hicky,White hickory,,Hickory,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,W. Hickory,W. Hickory,White hickory,,Hickory,,2,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,W. Hicky,W. Hicky,White hickory,,Hickory,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,W. Maple,W. Maple,White maple,,Maple,,2,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,W. Mulberry,W. Mulberry,White mulberry,,Mulberry,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Double W. Oak,Double W. Oak,White oak,,Oak,,3,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,w oak,w oak,White oak,,Oak,,5571,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,w ok,w ok,White oak,,Oak,,3,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,W. Oak,W. Oak,White oak,,Oak,,1335,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Wh oak,Wh oak,White oak,,Oak,,30,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,wh oak,wh oak,White oak,,Oak,,51,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,white oak,white oak,White oak,,Oak,,146,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,double w oak,double w oak,White Oak,,Oak,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Double W oak,Double W oak,White Oak,,Oak,,4,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,dry w oak,dry w oak,White Oak,,Oak,,2,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Fked W Oak,Fked W Oak,White Oak,,Oak,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Post W. Oak,Post W. Oak,White Oak,,Oak,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,W. O.,W. O.,White oak,,Oak,,2,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,wh  ok,wh ok,White oak,,Oak,,16,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,White O,White O,White oak,,Oak,,4,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,w pine,w pine,White pine,,Pine,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,White Thorn,White Thorn,White thorn,,Other hardwood,,3,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,w thorn,w thorn,White thorn,,Other hardwood,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,W. Thorn,W. Thorn,White thorn,,Other hardwood,,3,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,w walnut,w walnut,White walnut,,Walnut,,22,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,W walnut,W walnut,White walnut,,Walnut,,26,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,W. Walnut,W. Walnut,White walnut,,Walnut,,36,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Wh walnut,Wh walnut,White walnut,,Walnut,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,White Walnut,White Walnut,White walnut,,Walnut,,4,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,W. Wood,W. Wood,Whitewood,,Tulip poplar,,2,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,W. Wood,W. Wood,Whitewood,,Tulip poplar,,5,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,W.wood,W.wood,Whitewood,,Tulip poplar,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Whitewood,Whitewood,Whitewood,,Tulip poplar,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,W Wood,W Wood,Whitewood,,Tulip poplar,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,white wood,white wood,Whitewood,,Tulip poplar,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,wild cherry,wild cherry,Wild cherry,,Cherry,,2,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Small Willow,Small Willow,Willow,,Willow,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Willow,Willow,Willow,,Willow,,200,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,willow ,willow ,Willow,,Willow,,5,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Willow thicket,Willow thicket,Willow,,Willow,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,y ash,y ash,Yellow ash,,Ash,,11,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,y birch,y birch,Yellow birch,,Birch,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,double y oak,double y oak,Yellow oak,,Oak,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,y oak,y oak,Yellow oak,,Oak,,1381,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Y. Oak,Y. Oak,Yellow oak,,Oak,,72,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,yellow oak,yellow oak,Yellow oak,,Oak,,4,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,Y oak ,Y oak ,Yellow oak,,Oak,,5,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,bottomwood,bottomwood,Other hardwood,,Other hardwood,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,senia bush,senia bush,Other hardwood,,Other hardwood,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,shrub oak,shrub oak,Oak,,Oak,,1,ND_Indiana,Updated to reflect ND IN PLS ver 1.3,
,alder,,,,Alder,,2,Northeast (1372),,
,ash ,,,,Ash,,3915,Northeast (1372),,
,Black ash,,,,Ash,,1932,Northeast (1372),,
,brown ash,,,,Ash,,103,Northeast (1372),,
,other ash,"6 additional modifers of ash: yellow, river, montane, hoop, winter, basket",,,Ash,,41,Northeast (1372),,
,Red ash,,,,Ash,,403,Northeast (1372),,
,Water ash,,,,Ash,,122,Northeast (1372),,
,White ash,,,,Ash,,2024,Northeast (1372),,
,Chth cedar,,,,Atlantic white cedar,,336,Northeast (1372),,
,Basswood,,,,Basswood,,2702,Northeast (1372),,
,linden/lime,,,,Basswood,,90,Northeast (1372),,
,Lynn,,,,Basswood,,705,Northeast (1372),,
,wicerpee,,,,Basswood,,31,Northeast (1372),,
,Beech,,,,Beech,,52147,Northeast (1372),,
,Birch,,,,Birch,,11226,Northeast (1372),,
,Black birch,,,,Birch,,1330,Northeast (1372),note split yellow & black birch,
,red birch,,,,Birch,,70,Northeast (1372),,
,rock birch,,,,Birch,,56,Northeast (1372),,
,swamp birch,,,,Birch,,62,Northeast (1372),,
,White birch,,,,Birch,,1251,Northeast (1372),,
,Yellow birch,,,,Birch,,1366,Northeast (1372),,
,hornbine,,,,Black gum,,47,Northeast (1372),,
,Pepperidge,,,,Black gum,,148,Northeast (1372),,
,snagwood,,,,Black gum,,14,Northeast (1372),,
,swampwood,,,,Black gum,,55,Northeast (1372),,
,wild pear,,,,Black gum,,40,Northeast (1372),,
,Gum,,,,Black gum/sweet gum,,881,Northeast (1372),,
,buckeye,,,,Buckeye,,3,Northeast (1372),,
,Cedar,,,,Cedar/juniper,,1790,Northeast (1372),,
,Juniper,,,,Cedar/juniper,,211,Northeast (1372),,
,red cedar,,,,Cedar/juniper,,25,Northeast (1372),,
,black cherry,,,,Cherry,,34,Northeast (1372),,
,Cherry,,,,Cherry,,922,Northeast (1372),,
,red cherry,,,,Cherry,,13,Northeast (1372),,
,wild cherry,,,,Cherry,,54,Northeast (1372),,
,Chestnut,,,,Chestnut,,15237,Northeast (1372),,
,Dogwood,,,,Dogwood,,1417,Northeast (1372),,
,Elm,,,,Elm,,3424,Northeast (1372),,
,red elm,,,,Elm,,34,Northeast (1372),,
,white elm,,,,Elm,,35,Northeast (1372),,
,witch elm,,,,Elm,,23,Northeast (1372),,
,Fir,,,,Fir,,3132,Northeast (1372),,
,Hemlock,,,,Hemlock,,25066,Northeast (1372),,
,"old ""spruce"" (incl. spruce pine)",,,,Hemlock,,850,Northeast (1372),,
,bitter walnut,,,,Hickory,,12,Northeast (1372),,
,Hickory,,,,Hickory,,8000,Northeast (1372),,
,pignut,,,,Hickory,,7,Northeast (1372),,
,shagbark,,,,Hickory,,15,Northeast (1372),,
,blue beech,,,,Ironwood,,9,Northeast (1372),,
,hard beam,,,,Ironwood,,75,Northeast (1372),,
,Hardhack,,,,Ironwood,,208,Northeast (1372),,
,Hazel,,,,Ironwood,,111,Northeast (1372),,
,Hornbeam,,,,Ironwood,,312,Northeast (1372),,
,ironwood,,,,Ironwood,,2232,Northeast (1372),,
,Leverwood,,,,Ironwood,,143,Northeast (1372),,
,"remmond, remon",,,,Ironwood,,14,Northeast (1372),,
,water beech,,,,Ironwood,,71,Northeast (1372),,
,Witch hazel,,,,Ironwood,,404,Northeast (1372),Not Hamamelis,
,Locust,,,,Locust,,465,Northeast (1372),,
,bastard maple,,,,Maple,,5,Northeast (1372),,
,box elder,,,,Maple,,3,Northeast (1372),,
,boxwood ,,,,Maple,,75,Northeast (1372),,
,Hard maple,,,,Maple,,1374,Northeast (1372),,
,Maple,,,,Maple,,17107,Northeast (1372),,
,Moosewood,,,,Maple,,171,Northeast (1372),,
,other moose ,"7 additional names for moosewood: moose willow, moose maple, moosebush, striped maple, hopplewood, moose elm",,,Maple,,44,Northeast (1372),,
,red maple,,,,Maple,,6,Northeast (1372),,
,Rock maple,,,,Maple,,1957,Northeast (1372),,
,Soft maple,,,,Maple,,1018,Northeast (1372),,
,Sugar maple,,,,Maple,,5891,Northeast (1372),,
,Sugar tree,,,,Maple,,3832,Northeast (1372),,
,swamp maple,,,,Maple,,15,Northeast (1372),,
,White maple,,,,Maple,,663,Northeast (1372),,
,mulberry,,,,Mulberry,,18,Northeast (1372),,
,Black oak,,,,Oak,,30235,Northeast (1372),,
,bur oak,,,,Oak,,16,Northeast (1372),,
,chestnut oak ,,,,Oak,,5332,Northeast (1372),,
,greene oak,,,,Oak,,61,Northeast (1372),,
,Grey oak,,,,Oak,,747,Northeast (1372),,
,mountain oak,,,,Oak,,7,Northeast (1372),,
,Oak,,,,Oak,,2881,Northeast (1372),,
,other oaks,"15 additional modifers of oak: blue, box, penn, ruff, beach, live, green, chason, clapboard, squirrel, red rock, swamp black, pinknot, shingle, roseboom",,,Oak,,32,Northeast (1372),,
,pin oak ,,,,Oak,,65,Northeast (1372),,
,Red oak,,,,Oak,,10840,Northeast (1372),,
,Rock oak,,,,Oak,,775,Northeast (1372),,
,shrub oak,,,,Oak,,16,Northeast (1372),,
,Spanish oak,,,,Oak,,2000,Northeast (1372),,
,Swamp oak,,,,Oak,,308,Northeast (1372),,
,swamp white oak ,,,,Oak,,114,Northeast (1372),,
,White oak,,,,Oak,,61648,Northeast (1372),,
,yellow oak ,,,,Oak,,183,Northeast (1372),,
,hornwood,,,,Other hardwood,,9,Northeast (1372),,
,navewood,,,,Other hardwood,,3,Northeast (1372),,
,heath,,,,Other hardwood,,3,Northeast (1372),,
,laurel,,,,Other hardwood,,17,Northeast (1372),,
,bilberry tree,,,,Other hardwood,,10,Northeast (1372),,
,Cucumber,,,,Other hardwood,,320,Northeast (1372),"Charlie had Level 3a as Magnolia. But since other Magnolia were listed as Other hardwood, I have done so here as well - JP 3-18-14",
,box,,,,Other hardwood,,6,Northeast (1372),,
,mountain ash ,,,,Other hardwood,,10,Northeast (1372),,
,roundwood,,,,Other hardwood,,22,Northeast (1372),,
,shittum wood,,,,Other hardwood,,9,Northeast (1372),,
,ammon/almond,,,,Other hardwood,,8,Northeast (1372),,
,apple,,,,Other hardwood,,73,Northeast (1372),,
,ballwood,,,,Other hardwood,,2,Northeast (1372),,
,beetlewood,,,,Other hardwood,,21,Northeast (1372),,
,black tree,,,,Other hardwood,,18,Northeast (1372),,
,deerwood,,,,Other hardwood,,3,Northeast (1372),,
,greenwood,,,,Other hardwood,,4,Northeast (1372),,
,peach,,,,Other hardwood,,4,Northeast (1372),,
,pegwood,,,,Other hardwood,,32,Northeast (1372),,
,plum,,,,Other hardwood,,59,Northeast (1372),,
,spoonwood bush,,,,Other hardwood,,1,Northeast (1372),,
,Thorn tree,,,,Other hardwood,,200,Northeast (1372),,
,tobaccowood,,,,Other hardwood,,3,Northeast (1372),,
,white tree,,,,Other hardwood,,7,Northeast (1372),,
,Sassafras,,,,Other hardwood,,374,Northeast (1372),,
,june cherry,,,,Other hardwood,,4,Northeast (1372),,
,juneberry,,,,Other hardwood,,26,Northeast (1372),,
,may berry,,,,Other hardwood,,3,Northeast (1372),,
,maycherry,,,,Other hardwood,,6,Northeast (1372),,
,other amelanchier,"2 additional names for shad: pear plumb, sarvis",,,Other hardwood,,2,Northeast (1372),,
,Service,,,,Other hardwood,,168,Northeast (1372),,
,shad,,,,Other hardwood,,12,Northeast (1372),,
,Hackmetack,,,,Spruce or Tamarack,,286,Northeast (1372),"split in actual tally by decision tree. Email from Charlie on 3-18-14: that is either spruce or tamarack depending on the date), but these are already cleanly assigned in actual database (JP).",
,misc.trees,"37 names: sumach, swamp sumac, lowwood, saven tree, sentor tree, pouder beef tree, lightwood, ninebark, spicebush, skimelbas, roseboom, mushenwood, shinwood, prickly ash, shitpol boom, turtle tree, moonbeam, taperrel tree, byestead, shoemaker tree, jerwood, bigwood, fishwood pole, quince tree, cherm, nickopwood, appaquag, damson, pambury, rauge, chebalo, pipestaff, tongue tree, myrtle",,,Other hardwood,,106,Northeast (1372),,
,black pine,,,,Pine,,2,Northeast (1372),,
,Hornpine,,,,Pine,,137,Northeast (1372),,
,norway pine,,,,Pine,,79,Northeast (1372),,
,other pines ,"5 additional modifers of pine:  shrub, spruce, burjam, apple, frog",,,Pine,,66,Northeast (1372),,
,Pine,,,,Pine,,17563,Northeast (1372),,
,Pitch pine,,,,Pine,,3359,Northeast (1372),,
,red pine,,,,Pine,,7,Northeast (1372),,
,White pine,,,,Pine,,5141,Northeast (1372),,
,Yellow pine,,,,Pine,,414,Northeast (1372),,
,Aspen,,,,Poplar,,213,Northeast (1372),,
